16,4,1,96,1
16,4,1,64,1
16,4,1,48,0
16,4,1,64,1
16,4,1,64,1
16,4,1,80,1
16,4,1,64,1
16,4,1,80,1
16,4,1,80,1
16,4,1,64,1
16,4,2,80,1
16,4,2,64,1
16,4,2,64,1
16,4,2,64,1
16,4,2,64,1
16,4,2,80,1
16,4,2,80,1
16,4,2,80,1
16,4,2,32,0
16,4,2,64,1
16,8,1,64,0
16,8,1,80,0
16,8,1,48,0
16,8,1,64,0
16,8,1,96,0
16,8,1,96,0
16,8,1,64,0
16,8,1,80,0
16,8,1,80,0
16,8,1,96,0
16,8,2,112,1
16,8,2,80,1
16,8,2,96,1
16,8,2,96,1
16,8,2,96,1
16,8,2,80,1
16,8,2,112,1
16,8,2,112,1
16,8,2,112,1
16,8,2,96,1
16,16,1,128,0
16,16,1,144,0
16,16,1,96,0
16,16,1,64,0
16,16,1,112,0
16,16,1,96,0
16,16,1,80,0
16,16,1,96,0
16,16,1,64,0
16,16,1,80,0
16,16,2,128,0
16,16,2,144,0
16,16,2,112,0
16,16,2,144,1
16,16,2,128,0
16,16,2,144,0
16,16,2,144,1
16,16,2,160,1
16,16,2,144,1
16,16,2,144,1
16,32,1,80,0
16,32,1,96,0
16,32,1,80,0
16,32,1,64,0
16,32,1,112,0
16,32,1,80,0
16,32,1,96,0
16,32,1,128,0
16,32,1,80,0
16,32,1,112,0
16,32,2,160,0
16,32,2,176,0
16,32,2,80,0
16,32,2,224,1
16,32,2,176,0
16,32,2,208,0
16,32,2,192,0
16,32,2,176,0
16,32,2,224,0
16,32,2,224,0
16,64,1,112,0
16,64,1,96,0
16,64,1,80,0
16,64,1,64,0
16,64,1,64,0
16,64,1,96,0
16,64,1,64,0
16,64,1,112,0
16,64,1,96,0
16,64,1,80,0
16,64,2,288,0
16,64,2,288,0
16,64,2,192,0
16,64,2,240,0
16,64,2,256,0
16,64,2,272,0
16,64,2,240,0
16,64,2,256,0
16,64,2,256,0
16,64,2,256,0
32,4,1,96,0
32,4,1,160,1
32,4,1,128,1
32,4,1,128,1
32,4,1,128,1
32,4,1,160,1
32,4,1,160,1
32,4,1,160,1
32,4,1,128,1
32,4,1,160,1
32,4,2,160,1
32,4,2,160,1
32,4,2,128,1
32,4,2,128,1
32,4,2,128,1
32,4,2,160,1
32,4,2,160,1
32,4,2,160,1
32,4,2,160,1
32,4,2,160,1
32,8,1,192,1
32,8,1,192,1
32,8,1,320,1
32,8,1,224,1
32,8,1,256,1
32,8,1,192,0
32,8,1,128,0
32,8,1,288,1
32,8,1,256,1
32,8,1,128,1
32,8,2,192,1
32,8,2,192,1
32,8,2,192,1
32,8,2,192,1
32,8,2,192,1
32,8,2,224,1
32,8,2,160,1
32,8,2,192,1
32,8,2,224,1
32,8,2,192,1
32,16,1,256,0
32,16,1,288,0
32,16,1,288,0
32,16,1,224,0
32,16,1,288,0
32,16,1,256,0
32,16,1,256,0
32,16,1,224,0
32,16,1,224,0
32,16,1,128,0
32,16,2,256,0
32,16,2,288,1
32,16,2,288,1
32,16,2,224,1
32,16,2,288,1
32,16,2,256,1
32,16,2,288,1
32,16,2,320,1
32,16,2,288,1
32,16,2,192,1
32,32,1,224,0
32,32,1,192,0
32,32,1,192,0
32,32,1,160,0
32,32,1,128,0
32,32,1,352,0
32,32,1,288,0
32,32,1,160,0
32,32,1,224,0
32,32,1,192,0
32,32,2,480,1
32,32,2,416,1
32,32,2,384,1
32,32,2,384,1
32,32,2,480,1
32,32,2,416,1
32,32,2,480,1
32,32,2,384,1
32,32,2,416,1
32,32,2,416,1
32,64,1,224,0
32,64,1,160,0
32,64,1,192,0
32,64,1,256,0
32,64,1,224,0
32,64,1,160,0
32,64,1,192,0
32,64,1,160,0
32,64,1,192,0
32,64,1,256,0
32,64,2,704,0
32,64,2,544,0
32,64,2,576,0
32,64,2,608,0
32,64,2,608,0
32,64,2,544,0
32,64,2,704,0
32,64,2,608,0
32,64,2,576,0
32,64,2,608,1
64,4,1,320,1
64,4,1,320,1
64,4,1,320,1
64,4,1,320,1
64,4,1,256,1
64,4,1,320,1
64,4,1,256,1
64,4,1,384,1
64,4,1,320,1
64,4,1,320,1
64,4,2,320,1
64,4,2,256,1
64,4,2,320,1
64,4,2,256,1
64,4,2,256,1
64,4,2,256,1
64,4,2,256,1
64,4,2,320,1
64,4,2,256,1
64,4,2,320,1
64,8,1,512,1
64,8,1,448,1
64,8,1,448,1
64,8,1,512,1
64,8,1,448,1
64,8,1,448,1
64,8,1,384,1
64,8,1,384,1
64,8,1,448,1
64,8,1,384,1
64,8,2,384,1
64,8,2,384,1
64,8,2,448,1
64,8,2,384,1
64,8,2,384,1
64,8,2,384,1
64,8,2,384,1
64,8,2,384,1
64,8,2,384,1
64,8,2,320,1
64,16,1,768,0
64,16,1,384,0
64,16,1,576,0
64,16,1,704,0
64,16,1,448,0
64,16,1,832,0
64,16,1,640,0
64,16,1,448,0
64,16,1,640,0
64,16,1,640,0
64,16,2,576,1
64,16,2,576,1
64,16,2,512,1
64,16,2,512,1
64,16,2,576,1
64,16,2,512,1
64,16,2,512,1
64,16,2,576,1
64,16,2,576,1
64,16,2,448,1
64,32,1,768,0
64,32,1,512,0
64,32,1,576,0
64,32,1,448,0
64,32,1,384,0
64,32,1,512,0
64,32,1,512,0
64,32,1,576,0
64,32,1,512,0
64,32,1,576,0
64,32,2,896,1
64,32,2,704,1
64,32,2,832,1
64,32,2,832,1
64,32,2,832,1
64,32,2,768,1
64,32,2,832,1
64,32,2,832,1
64,32,2,832,1
64,32,2,768,1
64,64,1,448,0
64,64,1,384,0
64,64,1,512,0
64,64,1,384,0
64,64,1,384,0
64,64,1,512,0
64,64,1,512,0
64,64,1,640,0
64,64,1,448,0
64,64,1,576,0
64,64,2,1280,1
64,64,2,1216,1
64,64,2,1216,1
64,64,2,1216,1
64,64,2,1216,1
64,64,2,1280,1
64,64,2,1152,1
64,64,2,1216,1
64,64,2,1280,1
64,64,2,1216,1
128,4,1,640,1
128,4,1,640,1
128,4,1,512,1
128,4,1,640,1
128,4,1,640,1
128,4,1,512,1
128,4,1,512,1
128,4,1,512,1
128,4,1,640,1
128,4,1,512,1
128,4,2,640,1
128,4,2,640,1
128,4,2,640,1
